sequence,tx_ns,rx_ns,latency_ns
1092,200000000,200002386,2386
1093,200000000,200002388,2388
1094,200000000,200002390,2390
1095,200000000,200002392,2392
1096,200000000,200002394,2394
1097,200000000,200002396,2396
1098,200000000,200002398,2398
1099,200000000,200002400,2400
1100,200000000,200002402,2402
1101,200000000,200002404,2404
1102,200000000,200002406,2406
1103,200000000,200002408,2408
1104,200000000,200002410,2410
1105,200000000,200002412,2412
1106,200000000,200002414,2414
1107,200000000,200002416,2416
1108,200000000,200002418,2418
1109,200000000,200002420,2420
1110,200000000,200002422,2422
1111,200000000,200002424,2424
1112,200000000,200002426,2426
1113,200000000,200002428,2428
1114,200000000,200002430,2430
1115,200000000,200002432,2432
1116,200000000,200002434,2434
1117,200000000,200002436,2436
1118,200000000,200002438,2438
1119,200000000,200002440,2440
1120,200000000,200002442,2442
1121,200000000,200002444,2444
1122,200000000,200002446,2446
1123,200000000,200002448,2448
1124,200000000,200002450,2450
1125,200000000,200002452,2452
1126,200000000,200002454,2454
1127,200000000,200002456,2456
1128,200000000,200002458,2458
1129,200000000,200002460,2460
1130,200000000,200002462,2462
1131,200000000,200002464,2464
1132,200000000,200002466,2466
1133,200000000,200002468,2468
1134,200000000,200002470,2470
1135,200000000,200002472,2472
1136,200000000,200002474,2474
1137,200000000,200002476,2476
1138,200000000,200002478,2478
1139,200000000,200002480,2480
1140,200000000,200002482,2482
1141,200000000,200002484,2484
1142,200000000,200002486,2486
1143,200000000,200002488,2488
1144,200000000,200002490,2490
1145,200000000,200002492,2492
1146,200000000,200002494,2494
1147,200000000,200002496,2496
1148,200000000,200002498,2498
1149,200000000,200002500,2500
1150,200000000,200002502,2502
1151,200000000,200002504,2504
1152,200000000,200002506,2506
1153,200000000,200002508,2508
1154,200000000,200002510,2510
1155,200000000,200002512,2512
1156,200000000,200002514,2514
1157,200000000,200002516,2516
1158,200000000,200002518,2518
1159,200000000,200002520,2520
1160,200000000,200002522,2522
1161,200000000,200002524,2524
1162,200000000,200002526,2526
1163,200000000,200002528,2528
1164,200000000,200002530,2530
1165,200000000,200002532,2532
1166,200000000,200002534,2534
1167,200000000,200002536,2536
1168,200000000,200002538,2538
1169,200000000,200002540,2540
1170,200000000,200002542,2542
1171,200000000,200002544,2544
1172,200000000,200002546,2546
1173,200000000,200002548,2548
1174,200000000,200002550,2550
1175,200000000,200002552,2552
1176,200000000,200002554,2554
1177,200000000,200002556,2556
1178,200000000,200002558,2558
1179,200000000,200002560,2560
1180,200000000,200002562,2562
1181,200000000,200002564,2564
1182,200000000,200002566,2566
1183,200000000,200002568,2568
1184,200000000,200002570,2570
1185,200000000,200002572,2572
1186,200000000,200002574,2574
1187,200000000,200002576,2576
1188,200000000,200002578,2578
1189,200000000,200002580,2580
1190,200000000,200002582,2582
1191,200000000,200002584,2584
1192,200000000,200002586,2586
1193,200000000,200002588,2588
1194,200000000,200002590,2590
1195,200000000,200002592,2592
1196,200000000,200002594,2594
1197,200000000,200002596,2596
1198,200000000,200002598,2598
1199,200000000,200002600,2600
1200,200000000,200002602,2602
1201,200000000,200002604,2604
1202,200000000,200002606,2606
1203,200000000,200002608,2608
1204,200000000,200002610,2610
1205,200000000,200002612,2612
1206,200000000,200002614,2614
1207,200000000,200002616,2616
1208,200000000,200002618,2618
1209,200000000,200002620,2620
1210,200000000,200002622,2622
1211,200000000,200002624,2624
1212,200000000,200002626,2626
1213,200000000,200002628,2628
1214,200000000,200002630,2630
1215,200000000,200002632,2632
1216,200000000,200002634,2634
1217,200000000,200002636,2636
1218,200000000,200002638,2638
1219,200000000,200002640,2640
1220,200000000,200002642,2642
1221,200000000,200002644,2644
1222,200000000,200002646,2646
1223,200000000,200002648,2648
1224,200000000,200002650,2650
1225,200000000,200002652,2652
1226,200000000,200002654,2654
1227,200000000,200002656,2656
1228,200000000,200002658,2658
1229,200000000,200002660,2660
1230,200000000,200002662,2662
1231,200000000,200002664,2664
1232,200000000,200002666,2666
1233,200000000,200002668,2668
1234,200000000,200002670,2670
1235,200000000,200002672,2672
1236,200000000,200002674,2674
1237,200000000,200002676,2676
1238,200000000,200002678,2678
1239,200000000,200002680,2680
1240,200000000,200002682,2682
1241,200000000,200002684,2684
1242,200000000,200002686,2686
1243,200000000,200002688,2688
1244,200000000,200002690,2690
1245,200000000,200002692,2692
1246,200000000,200002694,2694
1247,200000000,200002696,2696
1248,200000000,200002698,2698
1249,200000000,200002700,2700
1250,200000000,200002702,2702
1251,200000000,200002704,2704
1252,200000000,200002706,2706
1253,200000000,200002708,2708
1254,200000000,200002710,2710
1255,200000000,200002712,2712
1256,200000000,200002714,2714
1257,200000000,200002716,2716
1258,200000000,200002718,2718
1259,200000000,200002720,2720
1260,200000000,200002722,2722
1261,200000000,200002724,2724
1262,200000000,200002726,2726
1263,200000000,200002728,2728
1264,200000000,200002730,2730
1265,200000000,200002732,2732
1266,200000000,200002734,2734
1267,200000000,200002736,2736
1268,200000000,200002738,2738
1269,200000000,200002740,2740
1270,200000000,200002742,2742
1271,200000000,200002744,2744
1272,200000000,200002746,2746
1273,200000000,200002748,2748
1274,200000000,200002750,2750
1275,200000000,200002752,2752
1276,200000000,200002754,2754
1277,200000000,200002756,2756
1278,200000000,200002758,2758
1279,200000000,200002760,2760
1280,200000000,200002762,2762
1281,200000000,200002764,2764
1282,200000000,200002766,2766
1283,200000000,200002768,2768
1284,200000000,200002770,2770
1285,200000000,200002772,2772
1286,200000000,200002774,2774
1287,200000000,200002776,2776
1288,200000000,200002778,2778
1289,200000000,200002780,2780
1290,200000000,200002782,2782
1291,200000000,200002784,2784
1292,200000000,200002786,2786
1293,200000000,200002788,2788
1294,200000000,200002790,2790
1295,200000000,200002792,2792
1296,200000000,200002794,2794
1297,200000000,200002796,2796
1298,200000000,200002798,2798
1299,200000000,200002800,2800
1300,200000000,200002802,2802
1301,200000000,200002804,2804
1302,200000000,200002806,2806
1303,200000000,200002808,2808
1304,200000000,200002810,2810
1305,200000000,200002812,2812
1306,200000000,200002814,2814
1307,200000000,200002816,2816
1308,200000000,200002818,2818
1309,200000000,200002820,2820
1310,200000000,200002822,2822
1311,200000000,200002824,2824
1312,200000000,200002826,2826
1313,200000000,200002828,2828
1314,200000000,200002830,2830
1315,200000000,200002832,2832
1316,200000000,200002834,2834
1317,200000000,200002836,2836
1318,200000000,200002838,2838
1319,200000000,200002840,2840
1320,200000000,200002842,2842
1321,200000000,200002844,2844
1322,200000000,200002846,2846
1323,200000000,200002848,2848
1324,200000000,200002850,2850
1325,200000000,200002852,2852
1326,200000000,200002854,2854
1327,200000000,200002856,2856
1328,200000000,200002858,2858
1329,200000000,200002860,2860
1330,200000000,200002862,2862
1331,200000000,200002864,2864
1332,200000000,200002866,2866
1333,200000000,200002868,2868
1334,200000000,200002870,2870
1335,200000000,200002872,2872
1336,200000000,200002874,2874
1337,200000000,200002876,2876
1338,200000000,200002878,2878
1339,200000000,200002880,2880
1340,200000000,200002882,2882
1341,200000000,200002884,2884
1342,200000000,200002886,2886
1343,200000000,200002888,2888
1344,200000000,200002890,2890
1345,200000000,200002892,2892
1346,200000000,200002894,2894
1347,200000000,200002896,2896
1348,200000000,200002898,2898
1349,200000000,200002900,2900
1350,200000000,200002902,2902
1351,200000000,200002904,2904
1352,200000000,200002906,2906
1353,200000000,200002908,2908
1354,200000000,200002910,2910
1355,200000000,200002912,2912
1356,200000000,200002914,2914
1357,200000000,200002916,2916
1358,200000000,200002918,2918
1359,200000000,200002920,2920
1360,200000000,200002922,2922
1361,200000000,200002924,2924
1362,200000000,200002926,2926
1363,200000000,200002928,2928
1364,200000000,200002930,2930
1365,200000000,200002932,2932
1366,200000000,200002934,2934
1367,200000000,200002936,2936
1368,200000000,200002938,2938
1369,200000000,200002940,2940
1370,200000000,200002942,2942
1371,200000000,200002944,2944
1372,200000000,200002946,2946
1373,200000000,200002948,2948
1374,200000000,200002950,2950
1375,200000000,200002952,2952
1376,200000000,200002954,2954
1377,200000000,200002956,2956
1378,200000000,200002958,2958
1379,200000000,200002960,2960
1380,200000000,200002962,2962
1381,200000000,200002964,2964
1382,200000000,200002966,2966
1383,200000000,200002968,2968
1384,200000000,200002970,2970
1385,200000000,200002972,2972
1386,200000000,200002974,2974
1387,200000000,200002976,2976
1388,200000000,200002978,2978
1389,200000000,200002980,2980
1390,200000000,200002982,2982
1391,200000000,200002984,2984
1392,200000000,200002986,2986
1393,200000000,200002988,2988
1394,200000000,200002990,2990
1395,200000000,200002992,2992
1396,200000000,200002994,2994
1397,200000000,200002996,2996
1398,200000000,200002998,2998
1399,200000000,200003000,3000
1400,200000000,200003002,3002
1401,200000000,200003004,3004
1402,200000000,200003006,3006
1403,200000000,200003008,3008
1404,200000000,200003010,3010
1405,200000000,200003012,3012
1406,200000000,200003014,3014
1407,200000000,200003016,3016
1408,200000000,200003018,3018
1409,200000000,200003020,3020
1410,200000000,200003022,3022
1411,200000000,200003024,3024
1412,200000000,200003026,3026
1413,200000000,200003028,3028
1414,200000000,200003030,3030
1415,200000000,200003032,3032
1416,200000000,200003034,3034
1417,200000000,200003036,3036
1418,200000000,200003038,3038
1419,200000000,200003040,3040
1420,200000000,200003042,3042
1421,200000000,200003044,3044
1422,200000000,200003046,3046
1423,200000000,200003048,3048
1424,200000000,200003050,3050
1425,200000000,200003052,3052
1426,200000000,200003054,3054
1427,200000000,200003056,3056
1428,200000000,200003058,3058
1429,200000000,200003060,3060
1430,200000000,200003062,3062
1431,200000000,200003064,3064
1432,200000000,200003066,3066
1433,200000000,200003068,3068
1434,200000000,200003070,3070
1435,200000000,200003072,3072
1436,200000000,200003074,3074
1437,200000000,200003076,3076
1438,200000000,200003078,3078
1439,200000000,200003080,3080
1440,200000000,200003082,3082
1441,200000000,200003084,3084
1442,200000000,200003086,3086
1443,200000000,200003088,3088
1444,200000000,200003090,3090
1445,200000000,200003092,3092
1446,200000000,200003094,3094
1447,200000000,200003096,3096
1448,200000000,200003098,3098
1449,200000000,200003100,3100
1450,200000000,200003102,3102
1451,200000000,200003104,3104
1452,200000000,200003106,3106
1453,200000000,200003108,3108
1454,200000000,200003110,3110
1455,200000000,200003112,3112
1456,200000000,200003114,3114
1457,200000000,200003116,3116
1458,200000000,200003118,3118
1459,200000000,200003120,3120
1460,200000000,200003122,3122
1461,200000000,200003124,3124
1462,200000000,200003126,3126
1463,200000000,200003128,3128
1464,200000000,200003130,3130
1465,200000000,200003132,3132
1466,200000000,200003134,3134
1467,200000000,200003136,3136
1468,200000000,200003138,3138
1469,200000000,200003140,3140
1470,200000000,200003142,3142
1471,200000000,200003144,3144
1472,200000000,200003146,3146
1473,200000000,200003148,3148
1474,200000000,200003150,3150
1475,200000000,200003152,3152
1476,200000000,200003154,3154
1477,200000000,200003156,3156
1478,200000000,200003158,3158
1479,200000000,200003160,3160
1480,200000000,200003162,3162
1481,200000000,200003164,3164
1482,200000000,200003166,3166
1483,200000000,200003168,3168
1484,200000000,200003170,3170
1485,200000000,200003172,3172
1486,200000000,200003174,3174
1487,200000000,200003176,3176
1488,200000000,200003178,3178
1489,200000000,200003180,3180
1490,200000000,200003182,3182
1491,200000000,200003184,3184
1492,200000000,200003186,3186
1493,200000000,200003188,3188
1494,200000000,200003190,3190
1495,200000000,200003192,3192
1496,200000000,200003194,3194
1497,200000000,200003196,3196
1498,200000000,200003198,3198
1499,200000000,200003200,3200
1500,200000000,200003202,3202
1501,200000000,200003204,3204
1502,200000000,200003206,3206
1503,200000000,200003208,3208
1504,200000000,200003210,3210
1505,200000000,200003212,3212
1506,200000000,200003214,3214
1507,200000000,200003216,3216
1508,200000000,200003218,3218
1509,200000000,200003220,3220
1510,200000000,200003222,3222
1511,200000000,200003224,3224
1512,200000000,200003226,3226
1513,200000000,200003228,3228
1514,200000000,200003230,3230
1515,200000000,200003232,3232
1516,200000000,200003234,3234
1517,200000000,200003236,3236
1518,200000000,200003238,3238
1519,200000000,200003240,3240
1520,200000000,200003242,3242
1521,200000000,200003244,3244
1522,200000000,200003246,3246
1523,200000000,200003248,3248
1524,200000000,200003250,3250
1525,200000000,200003252,3252
1526,200000000,200003254,3254
1527,200000000,200003256,3256
1528,200000000,200003258,3258
1529,200000000,200003260,3260
1530,200000000,200003262,3262
1531,200000000,200003264,3264
1532,200000000,200003266,3266
1533,200000000,200003268,3268
1534,200000000,200003270,3270
1535,200000000,200003272,3272
1536,200000000,200003274,3274
1537,200000000,200003276,3276
1538,200000000,200003278,3278
1539,200000000,200003280,3280
1540,200000000,200003282,3282
1541,200000000,200003284,3284
1542,200000000,200003286,3286
1543,200000000,200003288,3288
1544,200000000,200003290,3290
1545,200000000,200003292,3292
1546,200000000,200003294,3294
1547,200000000,200003296,3296
1548,200000000,200003298,3298
1549,200000000,200003300,3300
1550,200000000,200003302,3302
